SourceContainer,DestinationContainer,PouringTime,RotationSpeed,MinimumAngle,MaximumAngle,SourcePosX,SourcePosY,SourcePosZ,DestPosX,DestPosY,DestPosZ,NumberOfParticles,IsPouringFailed
SM_Blue_Cup,SM_BigBowl,2.267218,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,4.562372,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,3.971039,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,4.464467,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.458804,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.228161,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.205646,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,4.318671,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.126168,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.204889,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.36279,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.172823,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.245664,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,4.044977,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,4.133065,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,3.997358,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,2.35468,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_Blue_Cup,SM_BigBowl,1.994455,1.0,120.0,120.0,500.644348,-438.871674,96.991325,500.644348,-428.978912,82.073166,230,True
SM_BigBowl,SM_MilkPitcher,1.053451,0.5,76.999809,128.499329,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.160532,0.5,76.999809,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,0.981988,0.5,81.499626,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.039666,0.5,80.999634,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.010003,0.5,81.499626,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,0.976043,0.5,79.999657,117.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.0849,0.5,76.999809,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,0.921443,0.5,84.499573,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.016601,0.5,81.999611,129.999222,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.151764,0.5,76.999809,130.499207,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.155666,0.5,78.499733,128.499329,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.135307,0.5,77.499779,129.499252,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.248627,0.5,76.999809,127.499367,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.043406,0.5,77.999756,127.499367,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.246288,0.5,77.999756,123.499428,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.118459,0.5,76.999809,127.499367,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.104096,0.5,77.499779,126.999382,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,0.424185,0.5,74.499939,88.999542,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.155363,0.5,77.499779,128.999283,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.217411,0.5,74.499939,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.061666,0.5,79.999657,126.999382,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.222652,0.5,74.999916,129.999222,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,0.0,0.5,72.500053,72.500053,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.084456,0.5,78.499733,125.999428,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.191515,0.5,75.999863,130.499207,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.119261,0.5,77.499779,127.499367,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.099872,0.5,80.499641,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.15529,0.5,74.499939,127.999352,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.131954,0.5,77.499779,126.499397,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.163856,0.5,76.499832,128.999283,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.320137,0.5,71.500069,128.999283,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.084606,0.5,79.49968,128.499329,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.233391,0.5,73.5,128.999283,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.043562,0.5,79.999657,127.499367,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.026101,0.5,79.999657,126.499397,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.006711,0.5,80.999634,125.999428,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.204906,0.5,74.499939,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.070483,0.5,80.999634,126.999382,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.136745,0.5,76.499832,125.999428,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.288151,0.5,72.500053,128.499329,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.0845,0.5,77.499779,125.499435,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.158436,0.5,77.999756,127.999352,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.209195,0.5,74.999916,127.999352,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,0.968989,0.5,81.499626,127.999352,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.079345,0.5,77.999756,127.999352,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.15016,0.5,76.999809,128.999283,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.208356,0.5,74.999916,128.499329,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.086322,0.5,78.99971,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.130986,0.5,76.999809,128.499329,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.019646,0.5,80.999634,126.999382,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.161728,0.5,76.999809,127.999352,0.000015,5.96731,14.215332,False
SM_BigBowl,SM_MilkPitcher,1.11444,0.5,78.499733,126.999382,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.114331,0.5,75.999863,124.499435,0.000015,5.96731,14.215332,True
SM_BigBowl,SM_MilkPitcher,1.076421,0.5,78.99971,126.499397,0.000015,5.96731,14.215332,True

